SENTENCE_ID,SENTENCE,NUMBER_WORDS_SENTENCE
1-346,"He's  gone  through  every  penny  he  ever  had,  publishing  rotten  verses  in  fancy  bindings. ",14
1-347,"No,  we're  an  impecunious  lot. ",5
1-348,"My  mother's  always  been  awfully  good  to  us,  I  must  say. ",11
1-349,"That  is,  up  to  now. ",5
1-350,"Since  her  marriage,  of  course......  he  broke  off,  frowning. ",9
1-351,"For  the  first  time  I  felt  that,  with  Evelyn  Howard,  something  indefinable  had  gone  from  the  atmosphere. ",17
1-352,Her  presence  had  spelt  security. ,5
1-353,Now  that  security  was  removed...and  the  air  seemed  rife  with  suspicion. ,11
1-354,The  sinister  face  of  Dr  Bauerstein  recurred  to  me  unpleasantly. ,10
1-355,A  vague  suspicion  of  every  one  and  everything  filled  my  mind. ,11
1-356,Just  for  a  moment  I  had  a  premonition  of  approaching  evil. ,11
1-357,I  had  arrived  at  Styles  on  the  5th  of  July. ,10
1-358,I  come  now  to  the  events  of  the  16th  and  17th  of  that  month. ,14
1-359,For  the  convenience  of  the  reader  I  will  recapitulate  the  incidents  of  those  days  in  as  exact  a  manner  as  possible. ,21
1-360,They  were  elicited  subsequently  at  the  trial  by  a  process  of  long  and  tedious  cross-examinations. ,15
1-361,"I  received  a  letter  from  Evelyn  Howard  a  couple  of  days  after  her  departure,  telling  me  she  was  working  as  a  nurse  at  the  big  hospital  in  Middlingham,  a  manufacturing  town  some  fifteen  miles  away,  and  begging  me  to  let  her  know  if  Mr.s.  Inglethorp  should  show  any  wish  to  be  reconciled. ",52
1-362,"The  only  fly  in  the  ointment  of  my  peaceful  days  was  Mr.s.  Cavendish's  extraordinary,  and,  for  my  part,  unaccountable  preference  for  the  society  of  Dr  Bauerstein. ",26
1-363,"What  she  saw  in  the  man  I  cannot  imagine,  but  she  was  always  asking  him  up  to  the  house,  and  often  went  off  for  long  expeditions  with  him. ",28
1-364,I  must  confess  that  I  was  quite  unable  to  see  his  attraction. ,12
1-365,The  16th  of  July  fell  on  a  Monday. ,8
1-366,It  was  a  day  of  turmoil. ,6
1-367,"The  famous  bazaar  had  taken  place  on  Saturday,  and  an  entertainment,  in  connection  with  the  same  charity,  at  which  Mr.s.  Inglethorp  was  to  recite  a  War  poem,  was  to  be  held  that  night. ",33
1-368,We  were  all  busy  during  the  morning  arranging  and  decorating  the  Hall  in  the  village  where  it  was  to  take  place. ,21
1-369,We  had  a  late  luncheon  and  spent  the  afternoon  resting  in  the  garden. ,13
1-370,I  noticed  that  John's  manner  was  somewhat  unusual. ,8
1-371,He  seemed  very  excited  and  restless. ,6
1-372,"After  tea,  Mr.s.  Inglethorp  went  to  lie  down  to  rest  before  her  efforts  in  the  evening  and  I  challenged  Mary  Cavendish  to  a  single  at  tennis. ",26
1-373,"About  a  quarter  to  seven,  Mr.s.  Inglethorp  called  us  that  we  should  be  late  as  supper  was  early  that  night. ",20
1-374,We  had  rather  a  scramble  to  get  ready  in  time;  and  before  the  meal  was  over  the  motor  was  waiting  at  the  door. ,23
1-375,"The  entertainment  was  a  great  success,  Mr.s.  Inglethorp's  recitation  receiving  tremendous  applause. ",12
1-376,There  were  also  some  tableaux  in  which  Cynthia  took  part. ,10
1-377,"She  did  not  return  with  us,  having  been  asked  to  a  supper  party,  and  to  remain  the  night  with  some  friends  who  had  been  acting  with  her  in  the  tableaux. ",30
1-378,"The  following  morning,  Mr.s.  Inglethorp  stayed  in  bed  to  breakfast,  as  she  was  rather  overtired;  but  she  appeared  in  her  briskest  mood  about  12.30, ",24
1-379,and  swept  Lawrence  and  myself  off  to  a  luncheon  party. ,10
1-380,Such  a  charming  invitation  from  Mr.s.  Rolleston. ,7
1-381,"Lady  Tadminster's  sister,  you  know. ",5
1-382,The  Rollestons  came  over  with  the  Conqueror...one  of  our  oldest  families. ,11
1-383,Mary  had  excused  herself  on  the  plea  of  an  engagement  with  Dr  Bauerstein. ,13
1-384,"We  had  a  pleasant  luncheon,  and  as  we  drove  away  Lawrence  suggested  that  we  should  return  by  Tadminster,  which  was  barely  a  mile  out  of  our  way,  and  pay  a  visit  to  Cynthia  in  her  dispensary. ",36
1-385,"Mr.s.  Inglethorp  replied  that  this  was  an  excellent  idea,  but  as  she  had  several  letters  to  write  she  would  drop  us  there,  and  we  could  come  back  with  Cynthia  in  the  pony-trap. ",32
1-386,"We  were  detained  under  suspicion  by  the  hospital  porter,  until  Cynthia  appeared  to  vouch  for  us,  looking  very  cool  and  sweet  in  her  long  white  overall. ",26
1-387,"She  took  us  up  to  her  sanctum,  and  introduced  us  to  her  fellow  dispenser,  a  rather  awe-inspiring  individual,  whom  Cynthia  cheerily  addressed  as  'Nibs'. ",24
1-388,What  a  lot  of  bottles! ,5
1-389,"I  exclaimed,  as  my  eye  travelled  round  the  small  room. ",10
1-390,Do  you  really  know  what's  in  them  all? ,8
1-391,"Say  something  original,  groaned  Cynthia. ",5
1-392,Every  single  person  who  comes  up  here  says  that. ,9
1-393,We  are  really  thinking  of  bestowing  a  prize  on  the  first  individual  who  does  not  say:  'What  a  lot  of  bottles!' ,21
1-394,And  I  know  the  next  thing  you're  going  to  say  is:  'How  many  people  have  you  poisoned?' ,17
1-395,I  pleaded  guilty  with  a  laugh. ,6
1-396,"If  you  people  only  knew  how  fatally  easy  it  is  to  poison  some  one  by  mistake,  you  wouldn't  joke  about  it. ",21
1-397,"Come  on,  let's  have  tea. ",5
1-398,We've  got  all  sorts  of  secret  stories  in  that  cupboard. ,10
1-399,"No,  Lawrence...that's  the  poison  cupboard. ",5
1-400,The  big  cupboard...that's  right. ,4
1-401,"We  had  a  very  cheery  tea,  and  assisted  Cynthia  to  wash  up  afterwards. ",13
1-402,We  had  just  put  away  the  last  tea-spoon  when  a  knock  came  at  the  door. ,15
1-403,The  countenances  of  Cynthia  and  Nibs  were  suddenly  petrified  into  a  stern  and  forbidding  expression. ,15
1-404,"Come  in,  said  Cynthia,  in  a  sharp  professional  tone. ",9
1-405,"A  young  and  rather  scared  looking  nurse  appeared  with  a  bottle  which  she  proffered  to  Nibs,  who  waved  her  towards  Cynthia  with  the  somewhat  enigmatical  remark:  I'm  not  really  here  today. ",31
1-406,Cynthia  took  the  bottle  and  examined  it  with  the  severity  of  a  judge. ,13
1-407,This  should  have  been  sent  up  this  morning. ,8
1-408,Sister  is  very  sorry. ,4
1-409,She  forgot. ,2
1-410,Sister  should  read  the  rules  outside  the  door. ,8
1-411,I  gathered  from  the  little  nurse's  expression  that  there  was  not  the  least  likelihood  of  her  having  the  hardihood  to  retail  this  message  to  the  dreaded  'Sister'. ,27
1-412,"So  now  it  can't  be  done  until  tomorrow,  finished  Cynthia. ",10
1-413,Don't  you  think  you  could  possibly  let  us  have  it  tonight? ,11
1-414,"Well,  said  Cynthia  graciously,  we  are  very  busy,  but  if  we  have  time  it  shall  be  done. ",17
1-415,"The  little  nurse  withdrew,  and  Cynthia  promptly  took  a  jar  from  the  shelf,  refilled  the  bottle,  and  placed  it  on  the  table  outside  the  door. ",25
1-416,I  laughed. ,2
1-417,Discipline  must  be  maintained? ,4
1-418,Exactly. ,1
1-419,Come  out  on  our  little  balcony. ,6
1-420,You  can  see  all  the  outside  wards  there. ,8
1-421,I  followed  Cynthia  and  her  friend  and  they  pointed  out  the  different  wards  to  me. ,15
1-422,"Lawrence  remained  behind,  but  after  a  few  moments  Cynthia  called  to  him  over  her  shoulder  to  come  and  join  us. ",20
1-423,Then  she  looked  at  her  watch. ,6
1-424,"Nothing  more  to  do,  Nibs? ",5
1-425,No. ,1
1-426,All  right. ,2
1-427,Then  we  can  lock  up  and  go. ,7
1-428,I  had  seen  Lawrence  in  quite  a  different  light  that  afternoon. ,11
1-429,"Compared  to  John,  he  was  an  astoundingly  difficult  person  to  get  to  know. ",13
1-430,"He  was  the  opposite  of  his  brother  in  almost  every  respect,  being  unusually  shy  and  reserved. ",16
1-431,"Yet  he  had  a  certain  charm  of  manner,  and  I  fancied  that,  if  one  really  knew  him  well,  one  could  have  a  deep  affection  for  him. ",26
1-432,"I  had  always  fancied  that  his  manner  to  Cynthia  was  rather  constrained,  and  that  she  on  her  side  was  inclined  to  be  shy  of  him. ",25
1-433,"But  they  were  both  gay  enough  this  afternoon,  and  chatted  together  like  a  couple  of  children. ",16
1-434,"As  we  drove  through  the  village,  I  remembered  that  I  wanted  some  stamps,  so  accordingly  we  pulled  up  at  the  post  office. ",22
1-435,"As  I  came  out  again,  I  cannoned  into  a  little  man  who  was  just  entering. ",15
1-436,"I  drew  aside  and  apologised,  when  suddenly,  with  a  loud  exclamation,  he  clasped  me  in  his  arms  and  kissed  me  warmly. ",21
1-437,Mon  ami  Hastings!  he  cried. ,5
1-438,It  is  indeed  mon  ami  Hastings! ,6
1-439,Poirot! ,1
1-440,I  exclaimed. ,2
1-441,I  turned  to  the  pony-trap. ,5
1-442,"This  is  a  very  pleasant  meeting  for  me,  Miss  Cynthia. ",10
1-443,"This  is  my  old  friend,  Monsieur  Poirot,  whom  I  have  not  seen  for  years. ",14
1-444,"Oh,  we  know  Monsieur  Poirot,  said  Cynthia  gaily. ",8
1-445,But  I  had  no  idea  he  was  a  friend  of  yours. ,11
1-446,"Yes,  indeed,  said  Poirot  seriously. ",5
1-447,I  know  Mademoiselle  Cynthia. ,4
1-448,It  is  by  the  charity  of  that  good  Mr.s.  Inglethorp  that  I  am  here. ,14
1-449,"Then,  as  I  looked  at  him  inquiringly:  Yes,  my  friend,  she  had  kindly  extended  hospitality  to  seven  of  my  countrypeople  who,  alas,  are  refugees  from  their  native  land. ",28
1-450,We  Belgians  will  always  remember  her  with  gratitude. ,8
1-451,Poirot  was  an  extraordinary  looking  little  man. ,7
1-452,"He  was  hardly  more  than  five  feet,  four  inches,  but  carried  himself  with  great  dignity. ",15
1-453,"His  head  was  exactly  the  shape  of  an  egg,  and  he  always  perched  it  a  little  on  one  side. ",19
1-454,His  moustache  was  very  stiff  and  military. ,7
1-455,The  neatness  of  his  attire  was  almost  incredible. ,8
1-456,I  believe  a  speck  of  dust  would  have  caused  him  more  pain  than  a  bullet  wound. ,16
1-457,"Yet  this  quaint  dandyfied  little  man  who,  I  was  sorry  to  see,  now  limped  badly,  had  been  in  his  time  one  of  the  most  celebrated  members  of  the  Belgian  police. ",30
1-458,"As  a  detective,  his  flair  had  been  extraordinary,  and  he  had  achieved  triumphs  by  unravelling  some  of  the  most  baffling  cases  of  the  day. ",24
1-459,"He  pointed  out  to  me  the  little  house  inhabited  by  him  and  his  fellow  Belgians,  and  I  promised  to  go  and  see  him  at  an  early  date. ",27
1-460,"Then  he  raised  his  hat  with  a  flourish  to  Cynthia,  and  we  drove  away. ",14
1-461,"He's  a  dear  little  man,  said  Cynthia. ",7
1-462,I'd  no  idea  you  knew  him. ,6
1-463,"You've  been  entertaining  a  celebrity  unawares,  I  replied. ",8
1-464,"And,  for  the  rest  of  the  way  home,  I  recited  to  them  the  various  exploits  and  triumphs  of  Hercule  Poirot. ",20
1-465,We  arrived  back  in  a  very  cheerful  mood. ,8
1-466,"As  we  entered  the  hall,  Mr.s.  Inglethorp  came  out  of  her  boudoir. ",12
1-467,She  looked  flushed  and  upset. ,5
1-468,"Oh,  it's  you,  she  said. ",5
1-469,"Is  there  anything  the  matter,  Aunt  Emily?  asked  Cynthia. ",9
1-470,"Certainly  not,  said  Mr.s.  Inglethorp  sharply. ",6
1-471,What  should  there  be? ,4
1-472,"Then  catching  sight  of  Dorcas,  the  parlourmaid,  going  into  the  dining-room,  she  called  to  her  to  bring  some  stamps  into  the  boudoir. ",22
1-473,"Yes,  m'm. ",2
1-474,"The  old  servant  hesitated,  then  added  diffidently:  Don't  you  think,  m'm,  you'd  better  get  to  bed? ",16
1-475,You're  looking  very  tired. ,4
1-476,"Perhaps  you're  right,  Dorcas...yes...no...not  now. ",5
1-477,I've  some  letters  I  must  finish  by  post-time. ,8
1-478,Have  you  lighted  the  fire  in  my  room  as  I  told  you? ,12
1-479,"Yes,  m'm. ",2
1-480,Then  I'll  go  to  bed  directly  after  supper. ,8
1-481,"She  went  into  the  boudoir  again,  and  Cynthia  stared  after  her. ",11
1-482,Goodness  gracious! ,2
1-483,I  wonder  what's  up?  she  said  to  Lawrence. ,8
1-484,"He  did  not  seem  to  have  heard  her,  for  without  a  word  he  turned  on  his  heel  and  went  out  of  the  house. ",23
1-485,"I  suggested  a  quick  game  of  tennis  before  supper  and,  Cynthia  agreeing,  I  ran  upstairs  to  fetch  my  racquet. ",19
1-486,Mr.s.  Cavendish  was  coming  down  the  stairs. ,7
1-487,"It  may  have  been  my  fancy,  but  she,  too,  was  looking  odd  and  disturbed. ",14
1-488,"Had  a  good  walk  with  Dr  Bauerstein?  I  asked,  trying  to  appear  as  indifferent  as  I  could. ",17
1-489,"I  didn't  go,  she  replied  abruptly. ",6
1-490,Where  is  Mr.s.  Inglethorp? ,4
1-491,In  the  boudoir. ,3
1-492,"Her  hand  clenched  itself  on  the  banisters,  then  she  seemed  to  nerve  herself  for  some  encounter,  and  went  rapidly  past  me  down  the  stairs  across  the  hall  to  the  boudoir,  the  door  of  which  she  shut  behind  her. ",38
1-493,"As  I  ran  out  to  the  tennis  court  a  few  moments  later,  I  had  to  pass  the  open  boudoir  window,  and  was  unable  to  help  overhearing  the  following  scrap  of  dialogue. ",31
1-494,Mary  Cavendish  was  saying  in  the  voice  of  a  woman  desperately  controlling  herself:  Then  you  won't  show  it  to  me? ,20
1-495,"To  which  Mr.s.  Inglethorp  replied:  My  dear  Mary,  it  has  nothing  to  do  with  that  matter. ",16
1-496,Then  show  it  to  me. ,5
1-497,I  tell  you  it  is  not  what  you  imagine. ,9
1-498,It  does  not  concern  you  in  the  least. ,8
1-499,"To  which  Mary  Cavendish  replied,  with  a  rising  bitterness:  Of  course,  I  might  have  known  you  would  shield  him. ",19
1-500,"Cynthia  was  waiting  for  me,  and  greeted  me  eagerly  with:  I  say! ",12
1-501,There's  been  the  most  awful  row! ,6
1-502,I've  got  it  all  out  of  Dorcas. ,7
1-503,What  kind  of  a  row? ,5
1-504,Between  Aunt  Emily  and  him. ,5
1-505,I  do  hope  she's  found  him  out  at  last! ,9
1-506,"Was  Dorcas  there,  then? ",4
1-507,Of  course  not. ,3
1-508,She  'happened  to  be  near  the  door'. ,7
1-509,It  was  a  real  old  bust-up. ,6
1-510,I  do  wish  I  knew  what  it  was  all  about. ,10
1-511,"I  thought  of  Mr.s.  Raikes's  gipsy  face,  and  Evelyn  Howard's  warnings,  but  wisely  decided  to  hold  my  peace,  whilst  Cynthia  exhausted  every  possible  hypothesis,  and  cheerfully  hoped,  Aunt  Emily  will  send  him  away,  and  will  never  speak  to  him  again. ",40
1-512,"I  was  anxious  to  get  hold  of  John,  but  he  was  nowhere  to  be  seen. ",15
1-513,Evidently  something  very  momentous  had  occurred  that  afternoon. ,8
1-514,"I  tried  to  forget  the  few  words  I  had  overheard;  but,  do  what  I  would,  I  could  not  dismiss  them  altogether  from  my  mind. ",24
1-515,What  was  Mary  Cavendish's  concern  in  the  matter? ,8
1-516,mr  Inglethorp  was  in  the  drawing-room  when  I  came  down  to  supper. ,12
1-517,"His  face  was  impassive  as  ever,  and  the  strange  unreality  of  the  man  struck  me  afresh. ",16
1-518,Mr.s.  Inglethorp  came  down  last. ,5
1-519,"She  still  looked  agitated,  and  during  the  meal  there  was  a  somewhat  constrained  silence. ",14
